"tenure","MonthlyCharges","Contract","PaymentMethod","InternetService","Churn"
15,69,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
11,19.65,"Two year","Mailed check","No","No"
48,45.3,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
20,81.45,"Month-to-month","Electronic check","Fiber optic","No"
72,108.5,"One year","Bank transfer (automatic)","Fiber optic","No"
8,83.55,"Month-to-month","Electronic check","Fiber optic","Yes"
72,84.5,"Two year","Credit card (automatic)","Fiber optic","No"
15,100.15,"Month-to-month","Electronic check","Fiber optic","No"
72,88.6,"Two year","Bank transfer (automatic)","DSL","No"
0,52.55,"Two year","Bank transfer (automatic)","DSL","No"
1,74.35,"Month-to-month","Electronic check","Fiber optic","Yes"
63,104.8,"Two year","Bank transfer (automatic)","Fiber optic","No"
2,59,"Month-to-month","Electronic check","DSL","No"
2,74.4,"Month-to-month","Electronic check","Fiber optic","Yes"
61,64.05,"One year","Bank transfer (automatic)","DSL","No"
1,20.4,"Month-to-month","Mailed check","No","No"
22,43.75,"One year","Bank transfer (automatic)","DSL","Yes"
28,60.9,"Month-to-month","Mailed check","DSL","No"
70,19.8,"Two year","Bank transfer (automatic)","No","No"
5,28.45,"Month-to-month","Electronic check","DSL","Yes"
12,99.7,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
34,116.25,"One year","Credit card (automatic)","Fiber optic","No"
71,80.7,"Two year","Credit card (automatic)","Fiber optic","No"
70,65.2,"One year","Bank transfer (automatic)","DSL","No"
52,84.05,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
69,79.45,"Two year","Credit card (automatic)","DSL","No"
20,94.1,"Month-to-month","Electronic check","Fiber optic","Yes"
11,78,"Month-to-month","Mailed check","Fiber optic","No"
2,94.2,"Month-to-month","Electronic check","Fiber optic","Yes"
6,80.5,"Month-to-month","Electronic check","Fiber optic","Yes"
1,19.85,"Month-to-month","Mailed check","No","No"
20,94.3,"One year","Credit card (automatic)","Fiber optic","No"
61,106.45,"Month-to-month","Electronic check","Fiber optic","No"
5,74.35,"Month-to-month","Electronic check","Fiber optic","Yes"
56,105.45,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
30,95,"Month-to-month","Credit card (automatic)","Fiber optic","No"
40,104.8,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
28,54.3,"One year","Mailed check","DSL","No"
5,70.05,"Month-to-month","Electronic check","Fiber optic","No"
27,75.2,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
12,20.05,"Month-to-month","Credit card (automatic)","No","No"
67,105.4,"One year","Electronic check","Fiber optic","No"
29,51.6,"Month-to-month","Electronic check","DSL","No"
55,85.5,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
23,75.6,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
34,100.05,"Month-to-month","Electronic check","Fiber optic","Yes"
52,91.25,"One year","Electronic check","Fiber optic","No"
72,115.75,"Two year","Credit card (automatic)","Fiber optic","No"
58,94.7,"One year","Credit card (automatic)","Fiber optic","No"
35,19.6,"Two year","Mailed check","No","No"
56,99.9,"Two year","Bank transfer (automatic)","Fiber optic","No"
24,21.1,"Two year","Credit card (automatic)","No","No"
70,20.05,"Two year","Credit card (automatic)","No","No"
2,79.95,"Month-to-month","Electronic check","Fiber optic","No"
68,107.15,"One year","Credit card (automatic)","Fiber optic","No"
1,85,"Month-to-month","Electronic check","Fiber optic","Yes"
12,89.55,"Month-to-month","Electronic check","Fiber optic","No"
63,81.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
33,58.45,"One year","Mailed check","DSL","No"
69,95.65,"One year","Credit card (automatic)","Fiber optic","No"
60,80.6,"Two year","Bank transfer (automatic)","DSL","No"
72,113.1,"Two year","Bank transfer (automatic)","Fiber optic","No"
11,58.95,"Month-to-month","Mailed check","DSL","No"
1,19.55,"Month-to-month","Mailed check","No","No"
10,86.05,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
13,45.55,"Month-to-month","Credit card (automatic)","DSL","Yes"
34,78.95,"One year","Bank transfer (automatic)","Fiber optic","No"
39,86.3,"Month-to-month","Mailed check","Fiber optic","Yes"
65,105.05,"One year","Bank transfer (automatic)","Fiber optic","No"
50,101.9,"One year","Bank transfer (automatic)","Fiber optic","No"
15,19.75,"Month-to-month","Mailed check","No","No"
72,110.3,"Two year","Bank transfer (automatic)","Fiber optic","No"
72,115.6,"Two year","Bank transfer (automatic)","Fiber optic","No"
55,19.35,"Two year","Bank transfer (automatic)","No","No"
23,25.6,"Two year","Credit card (automatic)","No","No"
32,80.35,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
56,68.75,"One year","Bank transfer (automatic)","DSL","No"
1,19.9,"Month-to-month","Bank transfer (automatic)","No","No"
38,70.6,"One year","Mailed check","DSL","No"
11,70.2,"Month-to-month","Electronic check","Fiber optic","No"
1,49.3,"Month-to-month","Electronic check","DSL","No"
56,107.25,"One year","Electronic check","Fiber optic","No"
3,23.6,"Month-to-month","Mailed check","No","No"
7,69.7,"Month-to-month","Credit card (automatic)","DSL","No"
59,99.5,"Two year","Credit card (automatic)","Fiber optic","No"
7,64.3,"Month-to-month","Bank transfer (automatic)","DSL","No"
71,70.85,"Two year","Credit card (automatic)","DSL","No"
15,101.9,"One year","Electronic check","Fiber optic","No"
71,73.5,"Two year","Credit card (automatic)","DSL","No"
35,100.25,"Month-to-month","Electronic check","Fiber optic","Yes"
11,40.4,"One year","Credit card (automatic)","DSL","No"
60,19.25,"Two year","Credit card (automatic)","No","No"
47,59.6,"Two year","Bank transfer (automatic)","DSL","No"
11,64.9,"One year","Credit card (automatic)","DSL","No"
56,100.3,"One year","Credit card (automatic)","Fiber optic","Yes"
28,110.85,"Month-to-month","Electronic check","Fiber optic","No"
61,81.05,"Two year","Mailed check","DSL","No"
31,98.05,"One year","Bank transfer (automatic)","Fiber optic","No"
9,70.5,"Month-to-month","Electronic check","Fiber optic","No"
35,94.55,"Month-to-month","Electronic check","Fiber optic","No"
2,19.65,"Month-to-month","Mailed check","No","No"
12,19,"Month-to-month","Mailed check","No","Yes"
1,75.3,"Month-to-month","Mailed check","Fiber optic","Yes"
4,89.2,"Month-to-month","Electronic check","Fiber optic","Yes"
1,19,"Month-to-month","Mailed check","No","No"
3,20,"Month-to-month","Mailed check","No","No"
1,85.7,"Month-to-month","Electronic check","Fiber optic","Yes"
52,63.25,"Two year","Credit card (automatic)","DSL","No"
5,20.1,"One year","Mailed check","No","No"
72,99.15,"Two year","Electronic check","Fiber optic","No"
71,90.4,"Two year","Electronic check","DSL","No"
72,111.9,"Two year","Credit card (automatic)","Fiber optic","No"
46,24.9,"One year","Electronic check","No","No"
63,83.5,"Two year","Credit card (automatic)","DSL","No"
30,84.3,"Month-to-month","Credit card (automatic)","Fiber optic","No"
1,45.6,"Month-to-month","Mailed check","DSL","No"
12,61.65,"Month-to-month","Mailed check","DSL","Yes"
16,54.85,"Two year","Mailed check","DSL","No"
4,65.55,"Month-to-month","Mailed check","DSL","No"
51,90.35,"One year","Credit card (automatic)","Fiber optic","No"
65,20.4,"Two year","Credit card (automatic)","No","No"
16,74.55,"Month-to-month","Credit card (automatic)","Fiber optic","No"
2,19.95,"One year","Mailed check","No","No"
66,74.25,"One year","Bank transfer (automatic)","Fiber optic","No"
46,108.65,"Two year","Electronic check","Fiber optic","No"
32,109.55,"One year","Bank transfer (automatic)","Fiber optic","No"
72,86.65,"Two year","Credit card (automatic)","DSL","No"
38,81,"Two year","Credit card (automatic)","DSL","No"
51,47.85,"One year","Credit card (automatic)","DSL","No"
72,114.55,"Two year","Bank transfer (automatic)","Fiber optic","No"
65,105.25,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
9,29.95,"Month-to-month","Electronic check","DSL","Yes"
9,65,"Month-to-month","Mailed check","DSL","Yes"
66,20.55,"Two year","Mailed check","No","No"
44,109.8,"One year","Credit card (automatic)","Fiber optic","No"
50,69.5,"Two year","Bank transfer (automatic)","DSL","No"
15,48.85,"Month-to-month","Mailed check","DSL","No"
8,25.25,"Month-to-month","Credit card (automatic)","DSL","No"
66,102.85,"One year","Credit card (automatic)","Fiber optic","No"
57,87.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
7,78.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
10,34.55,"Month-to-month","Bank transfer (automatic)","DSL","No"
62,92.05,"One year","Electronic check","Fiber optic","No"
40,85.05,"One year","Electronic check","Fiber optic","No"
20,19.7,"Two year","Mailed check","No","No"
7,20,"Month-to-month","Bank transfer (automatic)","No","Yes"
25,95.15,"Month-to-month","Electronic check","Fiber optic","No"
23,84.25,"Month-to-month","Electronic check","Fiber optic","No"
66,104.6,"One year","Credit card (automatic)","Fiber optic","No"
72,111.65,"Two year","Electronic check","Fiber optic","No"
49,90.05,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
43,110.75,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
46,55,"Month-to-month","Bank transfer (automatic)","DSL","No"
72,89.85,"Two year","Credit card (automatic)","DSL","No"
10,20.35,"One year","Mailed check","No","No"
40,54.55,"One year","Bank transfer (automatic)","DSL","No"
65,105.5,"Month-to-month","Electronic check","Fiber optic","Yes"
31,99.45,"Two year","Bank transfer (automatic)","Fiber optic","No"
68,70.9,"Two year","Credit card (automatic)","DSL","No"
56,104.55,"One year","Bank transfer (automatic)","Fiber optic","Yes"
10,85.25,"Month-to-month","Electronic check","Fiber optic","Yes"
68,25.4,"Two year","Bank transfer (automatic)","No","No"
43,56.15,"Month-to-month","Electronic check","DSL","Yes"
1,89.55,"Month-to-month","Electronic check","Fiber optic","Yes"
49,89.85,"One year","Bank transfer (automatic)","Fiber optic","No"
15,25.25,"Month-to-month","Electronic check","No","No"
20,94.55,"Month-to-month","Electronic check","Fiber optic","Yes"
1,45.7,"Month-to-month","Mailed check","DSL","Yes"
50,69.65,"One year","Electronic check","DSL","No"
2,89.5,"Month-to-month","Electronic check","Fiber optic","Yes"
24,70,"Month-to-month","Credit card (automatic)","Fiber optic","No"
3,69.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
1,74.6,"Month-to-month","Mailed check","Fiber optic","Yes"
35,20.1,"Two year","Mailed check","No","No"
17,24.8,"Month-to-month","Mailed check","No","No"
8,19.65,"Month-to-month","Electronic check","No","Yes"
10,95.1,"Month-to-month","Credit card (automatic)","Fiber optic","No"
68,88.85,"Two year","Credit card (automatic)","DSL","No"
45,78.8,"One year","Bank transfer (automatic)","DSL","No"
2,19.85,"One year","Mailed check","No","Yes"
37,20.35,"Month-to-month","Bank transfer (automatic)","No","No"
4,24.25,"Month-to-month","Mailed check","DSL","Yes"
10,45.25,"Month-to-month","Mailed check","DSL","No"
1,20.05,"Month-to-month","Mailed check","No","No"
65,69.55,"Two year","Mailed check","DSL","No"
57,19.5,"Two year","Bank transfer (automatic)","No","No"
3,74.75,"Month-to-month","Mailed check","Fiber optic","No"
2,69.65,"Month-to-month","Electronic check","Fiber optic","Yes"
49,30.2,"Month-to-month","Bank transfer (automatic)","DSL","No"
4,45.65,"Month-to-month","Mailed check","DSL","Yes"
70,57.8,"Two year","Bank transfer (automatic)","DSL","No"
53,19.85,"One year","Bank transfer (automatic)","No","No"
53,25.55,"Two year","Credit card (automatic)","No","No"
1,75.05,"Month-to-month","Mailed check","Fiber optic","Yes"
22,24.85,"Month-to-month","Credit card (automatic)","No","No"
52,49.15,"Month-to-month","Electronic check","DSL","Yes"
65,110.35,"Two year","Electronic check","Fiber optic","No"
48,24.55,"One year","Bank transfer (automatic)","No","No"
2,34.7,"Month-to-month","Electronic check","DSL","Yes"
3,107.95,"Month-to-month","Mailed check","Fiber optic","No"
45,81.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
1,80,"Month-to-month","Electronic check","Fiber optic","Yes"
61,73.8,"Two year","Bank transfer (automatic)","DSL","No"
3,64.4,"Month-to-month","Credit card (automatic)","DSL","No"
40,103.75,"One year","Credit card (automatic)","Fiber optic","No"
1,71.1,"Month-to-month","Mailed check","Fiber optic","No"
1,49.9,"Month-to-month","Electronic check","DSL","No"
51,24.6,"One year","Bank transfer (automatic)","No","No"
2,49.25,"Month-to-month","Electronic check","DSL","Yes"
52,30.1,"One year","Mailed check","DSL","No"
51,83.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
1,20.45,"Month-to-month","Mailed check","No","No"
31,75.25,"One year","Bank transfer (automatic)","DSL","No"
47,20.55,"One year","Credit card (automatic)","No","No"
3,75.1,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
22,20.05,"One year","Mailed check","No","No"
1,20.65,"Month-to-month","Mailed check","No","No"
72,85.15,"Two year","Bank transfer (automatic)","DSL","No"
3,50.15,"Month-to-month","Electronic check","DSL","Yes"
47,84.95,"One year","Bank transfer (automatic)","Fiber optic","No"
72,66.5,"Two year","Credit card (automatic)","DSL","No"
66,63.3,"Two year","Bank transfer (automatic)","DSL","No"
35,83.15,"Month-to-month","Electronic check","Fiber optic","No"
29,84.9,"Month-to-month","Electronic check","Fiber optic","No"
2,20.55,"Month-to-month","Mailed check","No","No"
4,49.25,"Month-to-month","Mailed check","DSL","No"
25,79.85,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
65,59.6,"Two year","Mailed check","DSL","No"
27,104.65,"One year","Bank transfer (automatic)","Fiber optic","No"
29,75.3,"Month-to-month","Credit card (automatic)","Fiber optic","No"
29,80.1,"Month-to-month","Credit card (automatic)","DSL","No"
1,19.55,"Month-to-month","Mailed check","No","Yes"
20,81,"Month-to-month","Mailed check","Fiber optic","No"
58,24.7,"Two year","Credit card (automatic)","No","No"
14,86,"Month-to-month","Mailed check","Fiber optic","No"
72,25.4,"Two year","Mailed check","No","No"
46,89.15,"Month-to-month","Credit card (automatic)","Fiber optic","No"
71,58.25,"Two year","Bank transfer (automatic)","DSL","No"
32,85.65,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
26,50.35,"Month-to-month","Credit card (automatic)","DSL","No"
68,80.35,"Month-to-month","Credit card (automatic)","Fiber optic","No"
2,20.2,"One year","Mailed check","No","No"
61,20.55,"Two year","Credit card (automatic)","No","No"
4,85.95,"Month-to-month","Electronic check","Fiber optic","Yes"
3,45.35,"Month-to-month","Electronic check","DSL","Yes"
33,94.5,"Month-to-month","Electronic check","Fiber optic","Yes"
9,21.25,"Month-to-month","Mailed check","No","No"
22,26.25,"Two year","Mailed check","No","No"
5,80.85,"Month-to-month","Electronic check","Fiber optic","No"
30,91.7,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
65,74.2,"Two year","Credit card (automatic)","DSL","No"
45,87.25,"Month-to-month","Electronic check","Fiber optic","Yes"
5,20.35,"Month-to-month","Mailed check","No","No"
25,75.5,"Month-to-month","Electronic check","Fiber optic","No"
72,79.05,"Two year","Bank transfer (automatic)","Fiber optic","No"
27,90.15,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
32,50.6,"Month-to-month","Credit card (automatic)","DSL","No"
30,110.45,"One year","Credit card (automatic)","Fiber optic","No"
70,101,"Two year","Credit card (automatic)","Fiber optic","No"
42,79.35,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
72,89.85,"Two year","Bank transfer (automatic)","DSL","No"
47,65,"Two year","Mailed check","DSL","No"
2,80.45,"Month-to-month","Electronic check","Fiber optic","No"
10,98.55,"Month-to-month","Electronic check","Fiber optic","Yes"
61,24.1,"Two year","Mailed check","No","No"
5,44.05,"Month-to-month","Credit card (automatic)","DSL","No"
72,110.8,"Two year","Credit card (automatic)","Fiber optic","No"
72,114.95,"Two year","Bank transfer (automatic)","Fiber optic","No"
